caseid,barangay_code,barangay,province,municipality,age,gender,hh_size,income,consumption,gps_lat,gps_lon,duration,enumerator,submission_date
I007839,B431,Barangay 431,Leyte,Leyte Mun 2,40,male,5,13374.76,11817.55,7.916722,123.922881,889,enum_06,2025-08-15
I001823,B099,Barangay 099,Cebu,Cebu Mun 12,40,male,6,12150.07,12421.07,8.559152,125.603603,1295,enum_11,2025-10-03
I006458,B356,Barangay 356,Bukidnon,Bukidnon Mun 7,48,male,7,11693.08,8852.64,9.8704,122.362308,1082,enum_09,2025-10-24
I008058,B442,Barangay 442,Iloilo,Iloilo Mun 2,33,female,3,9814.88,10317.29,9.852244,123.979891,847,enum_07,2025-09-14
I002287,B126,Barangay 126,Negros Occidental,Negros Mun 10,34,male,6,10431.72,10528.69,7.499346,123.801253,294,enum_03,2025-07-30
I006828,B375,Barangay 375,Cebu,Cebu Mun 13,20,female,5,14972.07,10393.25,8.325607,124.271649,1592,enum_07,2025-10-10
I007882,B433,Barangay 433,Agusan del Norte,Agusan Mun 10,60,female,5,6811.3,5595.8,10.723717,123.248853,493,enum_04,2025-05-07
I000957,B055,Barangay 055,Agusan del Norte,Agusan Mun 7,30,female,5,6445.27,3952.83,11.626447,122.733783,465,enum_06,2025-06-03
I002631,B147,Barangay 147,Cebu,Cebu Mun 3,28,male,5,11615.7,7164.06,7.215917,124.079886,758,enum_11,2025-06-22
I007194,B396,Barangay 396,Negros Occidental,Negros Mun 12,51,female,5,10080.92,10788.0,11.596436,124.508612,1051,enum_01,2025-05-28
I002602,B146,Barangay 146,Bukidnon,Bukidnon Mun 1,39,female,4,16856.3,10732.87,10.008689,123.845535,1120,enum_16,2025-09-28
I004341,B242,Barangay 242,Bukidnon,Bukidnon Mun 12,41,female,3,13946.95,12068.01,10.506206,124.466142,1157,enum_04,2025-08-08
I001591,B086,Barangay 086,Bukidnon,Bukidnon Mun 4,27,male,5,14550.87,15937.29,6.273737,123.064363,927,enum_09,2025-05-04
I006673,B367,Barangay 367,Agusan del Norte,Agusan Mun 5,55,female,5,10359.39,10286.26,8.835714,125.23054,694,enum_09,2025-08-16
I002851,B160,Barangay 160,Iloilo,Iloilo Mun 8,50,female,3,8441.99,5993.65,8.759906,125.579424,569,enum_18,2025-10-07
I005861,B324,Barangay 324,Negros Occidental,Negros Mun 1,23,female,4,9633.15,6049.71,11.125658,125.937081,983,enum_07,2025-03-29
I002613,B147,Barangay 147,Cebu,Cebu Mun 3,25,male,3,16545.92,15876.14,11.623916,124.407,1282,enum_17,2025-09-15
I004675,B262,Barangay 262,Iloilo,Iloilo Mun 6,28,male,3,10113.13,7413.71,11.102281,124.90353,1448,enum_08,2025-04-14
I006069,B334,Barangay 334,Iloilo,Iloilo Mun 5,31,male,6,5094.63,3760.08,6.419308,123.409424,1630,enum_14,2025-03-08
I002933,B164,Barangay 164,Bukidnon,Bukidnon Mun 11,33,male,5,14465.74,14790.14,9.530904,123.703306,807,enum_20,2025-09-08
I005359,B298,Barangay 298,Iloilo,Iloilo Mun 12,18,female,6,10727.2,7304.7,9.567039,123.356961,1284,enum_04,2025-02-02
I002885,B162,Barangay 162,Negros Occidental,Negros Mun 14,41,female,1,10438.67,7847.87,8.376514,124.524199,893,enum_09,2025-03-08
I002538,B142,Barangay 142,Iloilo,Iloilo Mun 3,29,male,6,8969.54,9349.3,8.892562,124.55208,1142,enum_19,2025-03-19
I004000,B224,Barangay 224,Bukidnon,Bukidnon Mun 11,34,female,6,6387.98,5196.49,7.901639,125.941758,478,enum_10,2025-01-19
I007132,B392,Barangay 392,Bukidnon,Bukidnon Mun 4,28,female,2,11290.46,12099.96,11.790601,125.664445,520,enum_05,2025-02-28
I007867,B432,Barangay 432,Negros Occidental,Negros Mun 9,37,female,7,8950.79,9645.77,10.815631,123.095024,874,enum_11,2025-09-12
I000873,B050,Barangay 050,Bukidnon,Bukidnon Mun 8,40,male,6,12519.1,9853.78,11.681534,122.124502,1463,enum_20,2025-02-03
I000296,B018,Barangay 018,Negros Occidental,Negros Mun 2,28,female,8,9161.05,9139.05,8.45759,125.028655,739,enum_20,2025-05-13
I005801,B320,Barangay 320,Bukidnon,Bukidnon Mun 12,30,male,4,16878.71,18044.46,6.414938,122.727607,385,enum_03,2025-01-06
I002626,B147,Barangay 147,Cebu,Cebu Mun 3,22,male,5,17441.89,16049.38,10.987289,123.758603,581,enum_11,2025-04-22
I006624,B365,Barangay 365,Leyte,Leyte Mun 2,22,female,5,10602.32,7160.9,9.417528,123.983553,850,enum_06,2025-05-30
I001428,B078,Barangay 078,Negros Occidental,Negros Mun 6,42,female,6,7399.68,8089.9,6.417126,125.026069,1191,enum_01,2025-04-20
I006475,B358,Barangay 358,Iloilo,Iloilo Mun 4,46,female,7,14923.96,10363.48,7.102409,124.576369,1078,enum_02,2025-02-18
I001762,B095,Barangay 095,Leyte,Leyte Mun 2,33,female,5,10782.12,10510.03,10.543369,123.56834,816,enum_17,2025-02-28
I003771,B213,Barangay 213,Cebu,Cebu Mun 13,50,female,5,19881.59,16413.59,9.142015,123.093787,681,enum_04,2025-05-29
I001998,B110,Barangay 110,Bukidnon,Bukidnon Mun 13,18,female,2,7711.27,5613.47,11.097713,125.854031,1251,enum_11,2025-01-06
I002335,B130,Barangay 130,Iloilo,Iloilo Mun 3,52,male,5,16612.52,17547.35,11.204164,123.632067,1161,enum_15,2025-10-12
I002542,B142,Barangay 142,Iloilo,Iloilo Mun 3,33,male,5,9279.33,7860.55,10.171036,123.757374,978,enum_16,2025-09-01
I002854,B160,Barangay 160,Iloilo,Iloilo Mun 8,45,male,3,15339.62,14308.7,6.58392,124.039289,259,enum_16,2025-01-26
I000987,B057,Barangay 057,Cebu,Cebu Mun 8,45,female,5,12162.76,11408.35,6.470111,122.317739,1034,enum_20,2025-06-13
I004769,B266,Barangay 266,Bukidnon,Bukidnon Mun 11,48,female,4,14759.99,13427.63,11.203675,125.887106,622,enum_07,2025-02-26
I000786,B045,Barangay 045,Cebu,Cebu Mun 12,53,male,3,12195.97,12046.52,7.750403,122.78023,710,enum_03,2025-06-24
I007367,B404,Barangay 404,Bukidnon,Bukidnon Mun 7,51,male,4,14240.08,10074.35,11.688395,125.310088,677,enum_01,2025-08-21
I002734,B153,Barangay 153,Cebu,Cebu Mun 4,28,female,5,3887.11,4085.03,11.962237,124.26767,656,enum_08,2025-04-26
I004145,B232,Barangay 232,Iloilo,Iloilo Mun 12,60,female,7,18888.37,14755.53,8.24678,124.45542,1010,enum_18,2025-08-12
I001487,B081,Barangay 081,Cebu,Cebu Mun 12,31,male,5,6801.23,4390.44,11.874424,122.032717,593,enum_09,2025-06-09
I007970,B438,Barangay 438,Negros Occidental,Negros Mun 13,47,female,7,11671.38,10286.1,11.292748,125.549134,729,enum_17,2025-08-24
I001199,B068,Barangay 068,Bukidnon,Bukidnon Mun 12,45,female,5,17274.4,14443.53,6.976326,125.217636,476,enum_10,2025-02-16
I000606,B035,Barangay 035,Leyte,Leyte Mun 1,41,female,3,6695.78,6377.05,6.866259,125.139348,720,enum_01,2025-04-13
I004652,B261,Barangay 261,Cebu,Cebu Mun 6,42,female,6,15289.41,9964.2,8.113213,122.021267,1309,enum_18,2025-05-15
I001137,B065,Barangay 065,Leyte,Leyte Mun 17,36,female,6,9290.28,6181.75,10.066987,123.452206,1394,enum_05,2025-08-08
I003055,B172,Barangay 172,Iloilo,Iloilo Mun 10,31,male,2,7235.31,5610.67,9.631744,125.338008,957,enum_20,2025-07-22
I002414,B134,Barangay 134,Bukidnon,Bukidnon Mun 12,18,male,6,10283.4,7007.04,10.771859,125.707745,792,enum_01,2025-01-01
I006773,B373,Barangay 373,Agusan del Norte,Agusan Mun 9,34,male,7,10061.16,6834.53,7.597101,123.423657,1039,enum_15,2025-03-16
I005535,B307,Barangay 307,Agusan del Norte,Agusan Mun 9,24,female,5,13626.37,14699.2,8.626334,124.578839,1019,enum_14,2025-08-18
I001544,B084,Barangay 084,Negros Occidental,Negros Mun 12,32,female,3,11639.77,12008.24,8.503283,122.180835,904,enum_06,2025-02-17
I003216,B180,Barangay 180,Negros Occidental,Negros Mun 11,45,male,3,12814.57,9017.69,9.888143,123.014498,826,enum_20,2025-06-26
I007626,B419,Barangay 419,Leyte,Leyte Mun 15,50,male,4,13819.56,13478.65,9.047145,124.636333,514,enum_04,2025-07-02
I005130,B287,Barangay 287,Leyte,Leyte Mun 19,19,male,5,7874.13,6658.17,9.550591,125.090996,582,enum_12,2025-01-13
I003346,B187,Barangay 187,Agusan del Norte,Agusan Mun 10,18,female,5,8326.15,5819.15,8.686745,125.71067,1172,enum_04,2025-03-29
I006831,B376,Barangay 376,Iloilo,Iloilo Mun 2,49,male,5,20976.06,16572.73,8.070885,123.948124,552,enum_06,2025-06-11
I005398,B300,Barangay 300,Negros Occidental,Negros Mun 8,30,female,5,12165.36,8466.57,10.638678,125.165573,865,enum_13,2025-07-20
I007307,B401,Barangay 401,Leyte,Leyte Mun 14,19,male,6,6485.12,4411.31,9.66641,124.927125,834,enum_20,2025-09-17
I001355,B075,Barangay 075,Cebu,Cebu Mun 3,37,female,3,13095.22,9476.76,10.923704,125.652979,574,enum_05,2025-07-26
I005631,B311,Barangay 311,Leyte,Leyte Mun 13,45,male,4,12783.32,9897.59,11.340477,124.778285,957,enum_15,2025-03-09
I007655,B421,Barangay 421,Agusan del Norte,Agusan Mun 4,35,male,4,3743.93,3877.32,6.648024,126.002849,566,enum_12,2025-02-26
I007317,B402,Barangay 402,Negros Occidental,Negros Mun 3,50,female,6,3322.59,2110.33,11.812337,125.035579,703,enum_07,2025-02-09
I006792,B374,Barangay 374,Bukidnon,Bukidnon Mun 7,25,male,5,4060.19,4268.63,6.43771,122.524981,1007,enum_04,2025-03-25
I006037,B333,Barangay 333,Cebu,Cebu Mun 11,42,male,4,3565.22,2871.04,7.731839,123.446113,539,enum_05,2025-03-08
I006293,B348,Barangay 348,Negros Occidental,Negros Mun 8,33,female,2,15388.98,12042.3,11.350451,122.136146,1592,enum_06,2025-08-14
I001670,B090,Barangay 090,Negros Occidental,Negros Mun 3,27,male,3,7998.27,8652.07,8.494399,123.393787,1079,enum_03,2025-02-02
I000298,B018,Barangay 018,Negros Occidental,Negros Mun 2,31,female,8,11940.88,10242.3,11.526105,124.332678,534,enum_19,2025-04-02
I008168,B448,Barangay 448,Iloilo,Iloilo Mun 6,28,male,1,7291.56,5812.43,10.836386,124.81359,842,enum_13,2025-01-31
I000646,B037,Barangay 037,Agusan del Norte,Agusan Mun 1,37,male,6,6722.66,4815.27,8.318535,124.193191,1225,enum_20,2025-01-17
I005206,B291,Barangay 291,Cebu,Cebu Mun 5,18,male,4,12721.08,7938.52,9.17657,122.974886,536,enum_04,2025-02-25
I004576,B256,Barangay 256,Iloilo,Iloilo Mun 1,39,male,4,13055.49,10704.68,8.289009,122.651374,1121,enum_08,2025-02-11
I007968,B438,Barangay 438,Negros Occidental,Negros Mun 13,40,male,5,12629.42,12400.66,9.06887,125.702172,1163,enum_18,2025-03-12
I001881,B103,Barangay 103,Agusan del Norte,Agusan Mun 13,55,female,6,5675.09,5590.89,6.864657,122.339275,855,enum_03,2025-04-03
I005895,B325,Barangay 325,Agusan del Norte,Agusan Mun 8,30,male,7,9394.96,8560.24,8.165772,123.645661,832,enum_17,2025-03-24
I007790,B428,Barangay 428,Bukidnon,Bukidnon Mun 4,47,female,5,19111.3,15039.78,8.11123,123.626094,707,enum_18,2025-05-29
I006566,B362,Barangay 362,Bukidnon,Bukidnon Mun 11,39,male,7,13498.0,12429.08,11.927172,123.847472,1228,enum_14,2025-05-15
I005671,B314,Barangay 314,Bukidnon,Bukidnon Mun 2,39,female,4,11103.96,11680.01,7.633099,123.017797,983,enum_20,2025-01-08
I007476,B410,Barangay 410,Bukidnon,Bukidnon Mun 9,52,female,4,6854.26,6578.67,10.014054,122.866812,1002,enum_05,2025-04-19
I006265,B346,Barangay 346,Iloilo,Iloilo Mun 10,35,male,2,11430.76,11702.4,10.505964,125.543987,720,enum_04,2025-02-19
I008097,B445,Barangay 445,Agusan del Norte,Agusan Mun 10,52,female,4,13442.31,10189.42,6.529941,124.3903,1019,enum_18,2025-05-25
I003366,B188,Barangay 188,Bukidnon,Bukidnon Mun 5,29,male,2,6101.05,6063.58,6.646345,123.278512,663,enum_06,2025-10-13
I008199,B450,Barangay 450,Negros Occidental,Negros Mun 3,19,male,3,9727.24,6648.39,7.649393,125.864655,531,enum_09,2025-06-03
I002255,B124,Barangay 124,Iloilo,Iloilo Mun 2,58,female,5,11206.72,9975.8,7.136014,123.363997,1150,enum_09,2025-02-07
I004771,B267,Barangay 267,Cebu,Cebu Mun 13,46,female,5,9126.2,6747.85,11.815429,124.50008,306,enum_18,2025-02-02
I002204,B121,Barangay 121,Agusan del Norte,Agusan Mun 3,61,female,4,15849.33,12883.76,6.945277,123.597996,592,enum_03,2025-03-17
I001303,B072,Barangay 072,Negros Occidental,Negros Mun 7,50,female,3,4895.6,5091.57,8.916692,123.031737,1282,enum_17,2025-05-14
I000222,B014,Barangay 014,Bukidnon,Bukidnon Mun 2,53,male,4,9084.25,6434.35,6.511213,123.135876,470,enum_16,2025-03-06
I004567,B255,Barangay 255,Cebu,Cebu Mun 10,24,male,5,17284.54,12019.32,10.376778,123.394122,672,enum_14,2025-06-17
I007960,B438,Barangay 438,Negros Occidental,Negros Mun 13,38,female,4,17356.58,17972.19,6.476811,124.315165,1049,enum_17,2025-08-23
I002724,B153,Barangay 153,Cebu,Cebu Mun 4,24,male,6,8161.59,6540.79,8.084394,124.578469,1044,enum_05,2025-08-12
I001220,B069,Barangay 069,Cebu,Cebu Mun 6,18,male,4,13158.29,11098.68,10.527786,124.436365,1069,enum_12,2025-03-03
I000325,B020,Barangay 020,Bukidnon,Bukidnon Mun 1,50,female,4,15392.81,12008.44,10.10767,125.739228,632,enum_13,2025-08-28
I006645,B366,Barangay 366,Negros Occidental,Negros Mun 14,18,male,2,11922.02,10203.54,7.789602,125.175082,1002,enum_06,2025-01-05
I002130,B118,Barangay 118,Iloilo,Iloilo Mun 4,26,male,4,2491.04,1992.64,6.856699,124.746366,703,enum_04,2025-03-23
I004869,B272,Barangay 272,Bukidnon,Bukidnon Mun 10,18,female,4,9944.42,7907.43,8.397429,125.586375,1116,enum_09,2025-05-04
I003142,B176,Barangay 176,Bukidnon,Bukidnon Mun 7,19,female,1,14291.02,11150.04,10.211683,124.227249,970,enum_03,2025-08-15
I001536,B084,Barangay 084,Negros Occidental,Negros Mun 12,18,female,6,6051.61,4339.92,9.027411,123.724206,358,enum_17,2025-01-24
I003769,B213,Barangay 213,Cebu,Cebu Mun 13,35,male,4,14161.31,14749.99,10.008408,125.669484,508,enum_18,2025-07-25
I007104,B391,Barangay 391,Agusan del Norte,Agusan Mun 6,43,female,6,8861.48,5852.28,6.374865,123.626434,1460,enum_19,2025-07-13
I003848,B217,Barangay 217,Agusan del Norte,Agusan Mun 8,38,female,3,11399.18,9254.91,6.816218,123.313294,782,enum_13,2025-06-04
I002596,B146,Barangay 146,Bukidnon,Bukidnon Mun 1,34,male,8,15660.51,16945.92,6.960394,123.852784,793,enum_17,2025-02-15
I006872,B378,Barangay 378,Negros Occidental,Negros Mun 14,53,male,5,8804.67,5394.69,10.81997,123.322705,760,enum_09,2025-07-19
I002978,B167,Barangay 167,Leyte,Leyte Mun 13,36,female,4,9678.44,9147.06,9.35558,123.226627,695,enum_12,2025-06-16
I004079,B228,Barangay 228,Negros Occidental,Negros Mun 2,35,female,4,14854.73,16049.8,11.704127,124.113035,1142,enum_16,2025-01-14
I007513,B412,Barangay 412,Iloilo,Iloilo Mun 10,42,male,7,9055.49,5516.91,9.704054,122.622336,898,enum_09,2025-10-14
I002107,B116,Barangay 116,Bukidnon,Bukidnon Mun 7,27,male,5,12065.2,13196.4,7.291085,123.937932,1029,enum_14,2025-05-28
I005562,B308,Barangay 308,Bukidnon,Bukidnon Mun 14,49,male,4,15401.56,13851.15,9.200072,123.015747,599,enum_16,2025-09-27
I000548,B033,Barangay 033,Cebu,Cebu Mun 7,36,female,4,17505.78,17508.05,6.937665,122.3233,749,enum_18,2025-08-23
I002449,B137,Barangay 137,Leyte,Leyte Mun 9,55,male,7,14666.9,10381.46,10.527846,124.895687,693,enum_14,2025-02-22
I001129,B065,Barangay 065,Leyte,Leyte Mun 17,63,female,5,14981.68,12877.38,8.496964,122.004867,1334,enum_19,2025-10-27
I006012,B331,Barangay 331,Agusan del Norte,Agusan Mun 5,33,female,4,14083.32,14935.81,11.219218,125.887617,1008,enum_06,2025-08-09
I001771,B096,Barangay 096,Negros Occidental,Negros Mun 13,28,male,8,3164.89,2277.29,10.323232,122.515977,712,enum_14,2025-08-27
I005441,B302,Barangay 302,Bukidnon,Bukidnon Mun 1,27,male,4,18775.21,16230.12,8.773767,122.271353,510,enum_16,2025-01-07
I001299,B072,Barangay 072,Negros Occidental,Negros Mun 7,46,female,3,11718.59,12259.4,10.310198,122.268529,217,enum_03,2025-05-13
I005490,B304,Barangay 304,Iloilo,Iloilo Mun 4,40,male,4,16766.73,16846.16,11.588935,124.595912,1049,enum_15,2025-08-02
I001804,B098,Barangay 098,Bukidnon,Bukidnon Mun 8,37,female,5,15093.94,11423.28,7.036365,122.444787,1061,enum_15,2025-09-08
I001603,B087,Barangay 087,Cebu,Cebu Mun 4,42,female,5,8445.58,5894.01,8.078913,125.819238,781,enum_02,2025-07-24
I006550,B361,Barangay 361,Agusan del Norte,Agusan Mun 3,18,female,4,7662.3,5182.31,11.795955,124.982187,402,enum_12,2025-05-09
I004442,B248,Barangay 248,Bukidnon,Bukidnon Mun 5,24,female,2,14504.26,12289.15,8.794564,124.352372,928,enum_18,2025-02-20
I003168,B178,Barangay 178,Iloilo,Iloilo Mun 2,19,male,5,19680.53,12591.71,9.356833,123.473593,660,enum_04,2025-05-23
I007454,B409,Barangay 409,Agusan del Norte,Agusan Mun 9,39,male,3,10747.6,11093.17,11.850195,123.48555,1016,enum_05,2025-09-09
I002745,B154,Barangay 154,Iloilo,Iloilo Mun 6,47,male,7,14744.96,9318.43,6.665699,122.777331,909,enum_17,2025-04-08
I004951,B277,Barangay 277,Agusan del Norte,Agusan Mun 12,28,male,3,15123.18,10607.45,10.639913,124.686048,835,enum_15,2025-07-02
I000085,B006,Barangay 006,Negros Occidental,Negros Mun 14,54,male,6,5013.5,3957.81,6.564576,122.624782,847,enum_08,2025-02-21
I000342,B021,Barangay 021,Cebu,Cebu Mun 11,23,male,3,11107.7,11670.51,7.304886,124.083521,934,enum_20,2025-07-03
I003192,B179,Barangay 179,Leyte,Leyte Mun 3,49,male,3,6318.44,5641.34,8.076906,124.86967,611,enum_02,2025-03-19
I003800,B215,Barangay 215,Leyte,Leyte Mun 16,18,female,4,17916.27,16399.44,11.166436,125.137246,461,enum_06,2025-04-21
I005008,B281,Barangay 281,Leyte,Leyte Mun 18,33,female,3,11107.93,11527.5,10.302284,125.419642,1394,enum_01,2025-04-25
I004691,B262,Barangay 262,Iloilo,Iloilo Mun 6,41,female,6,11878.03,7979.8,7.428847,123.356571,691,enum_04,2025-03-14
I003618,B203,Barangay 203,Leyte,Leyte Mun 18,41,male,4,17153.5,13135.14,11.199641,122.462281,230,enum_05,2025-01-25
I001874,B103,Barangay 103,Agusan del Norte,Agusan Mun 13,18,female,6,10718.75,9992.53,6.590977,124.901347,586,enum_09,2025-04-26
I007257,B399,Barangay 399,Cebu,Cebu Mun 9,36,male,5,9826.83,8538.52,7.422724,123.81154,646,enum_08,2025-05-28
I003286,B183,Barangay 183,Cebu,Cebu Mun 9,22,female,1,5916.49,4411.61,6.097585,122.910828,1596,enum_14,2025-02-19
I006369,B351,Barangay 351,Cebu,Cebu Mun 8,36,male,5,9008.02,6878.13,10.167284,123.16979,797,enum_01,2025-10-03
I003806,B215,Barangay 215,Leyte,Leyte Mun 16,53,female,4,17291.63,11272.58,10.36021,124.315337,1509,enum_15,2025-08-16
I008049,B442,Barangay 442,Iloilo,Iloilo Mun 2,47,male,4,13366.2,10772.41,11.886005,124.122885,1020,enum_10,2025-03-05
I003042,B171,Barangay 171,Cebu,Cebu Mun 10,24,female,3,11733.14,12278.94,8.324396,125.590769,1009,enum_02,2025-06-22
I003213,B180,Barangay 180,Negros Occidental,Negros Mun 11,32,female,2,9420.38,9025.3,9.409032,123.585829,958,enum_14,2025-09-12
I005185,B290,Barangay 290,Bukidnon,Bukidnon Mun 10,18,female,3,11616.29,8956.86,9.027847,123.833902,481,enum_13,2025-01-23
I006495,B358,Barangay 358,Iloilo,Iloilo Mun 4,38,male,3,16625.48,14484.76,9.988229,124.579587,1037,enum_19,2025-01-30
I006308,B348,Barangay 348,Negros Occidental,Negros Mun 8,30,male,4,7860.87,5752.93,9.772419,123.875351,745,enum_17,2025-05-13
I000952,B055,Barangay 055,Agusan del Norte,Agusan Mun 7,46,male,6,12966.75,11684.73,10.696185,125.239028,507,enum_01,2025-10-11
I007866,B432,Barangay 432,Negros Occidental,Negros Mun 9,19,female,3,10248.66,8903.0,7.456468,125.675288,803,enum_11,2025-04-15
I005997,B330,Barangay 330,Negros Occidental,Negros Mun 10,18,male,3,4325.35,3553.61,7.849432,123.080293,856,enum_11,2025-01-17
I005391,B299,Barangay 299,Leyte,Leyte Mun 3,28,male,6,14814.16,14079.59,9.633386,125.034865,836,enum_08,2025-10-04
I006098,B335,Barangay 335,Leyte,Leyte Mun 1,29,female,5,12247.09,8597.12,10.857206,122.490525,1125,enum_19,2025-10-01
I001002,B058,Barangay 058,Iloilo,Iloilo Mun 8,43,female,6,10496.48,10022.62,7.687021,123.690034,821,enum_04,2025-10-10
I003357,B188,Barangay 188,Bukidnon,Bukidnon Mun 5,34,male,3,10254.97,10090.85,6.368146,125.692895,836,enum_15,2025-10-05
I007037,B387,Barangay 387,Cebu,Cebu Mun 13,52,male,3,12759.93,9892.61,7.440449,122.870943,958,enum_17,2025-05-01
I005800,B320,Barangay 320,Bukidnon,Bukidnon Mun 12,33,male,4,14116.08,15364.26,8.069411,122.058087,574,enum_13,2025-01-10
I001936,B107,Barangay 107,Leyte,Leyte Mun 14,60,male,4,18354.34,11689.5,10.951583,124.981199,904,enum_18,2025-03-06
I003689,B208,Barangay 208,Iloilo,Iloilo Mun 5,40,female,4,13542.48,14260.21,10.918029,125.891473,954,enum_06,2025-01-05
I002133,B118,Barangay 118,Iloilo,Iloilo Mun 4,24,female,4,5664.82,4382.03,9.631153,123.328618,938,enum_03,2025-05-18
I008016,B441,Barangay 441,Cebu,Cebu Mun 3,70,male,4,13139.71,11074.4,8.561808,123.767617,749,enum_16,2025-04-02
I007453,B409,Barangay 409,Agusan del Norte,Agusan Mun 9,34,male,4,13377.46,11981.54,8.104802,125.695413,1063,enum_16,2025-01-23
I005434,B302,Barangay 302,Bukidnon,Bukidnon Mun 1,35,female,5,10215.9,9288.01,11.799723,123.23499,694,enum_04,2025-05-08
I004497,B251,Barangay 251,Leyte,Leyte Mun 14,52,male,6,13092.58,9065.06,7.952408,124.188737,1398,enum_01,2025-03-05
I006808,B375,Barangay 375,Cebu,Cebu Mun 13,56,female,6,8459.49,7473.18,11.10229,123.579454,1335,enum_18,2025-08-06
I004717,B264,Barangay 264,Negros Occidental,Negros Mun 5,49,female,4,17998.46,11783.33,11.633695,123.931018,786,enum_18,2025-05-21
I007995,B440,Barangay 440,Bukidnon,Bukidnon Mun 3,41,male,2,5617.44,4478.74,10.050123,125.719661,801,enum_13,2025-08-11
I003097,B174,Barangay 174,Negros Occidental,Negros Mun 12,42,female,6,13389.97,12333.17,8.767341,125.265988,1187,enum_12,2025-06-22
I007712,B423,Barangay 423,Cebu,Cebu Mun 7,31,female,6,16040.39,11971.08,6.790859,123.279007,928,enum_10,2025-06-18
I006382,B352,Barangay 352,Iloilo,Iloilo Mun 9,36,female,5,15417.75,9968.15,10.430969,124.540181,275,enum_03,2025-08-16
I003861,B217,Barangay 217,Agusan del Norte,Agusan Mun 8,55,male,3,20523.76,19165.99,10.230553,124.693643,934,enum_07,2025-01-12
I006844,B376,Barangay 376,Iloilo,Iloilo Mun 2,22,female,7,11604.31,8767.73,9.014401,125.812894,628,enum_03,2025-01-06
I002048,B112,Barangay 112,Iloilo,Iloilo Mun 12,18,male,5,8042.49,7126.71,8.475393,125.172032,1290,enum_04,2025-01-11
I004015,B225,Barangay 225,Cebu,Cebu Mun 7,33,female,5,19148.85,13106.56,8.912631,123.844408,1138,enum_18,2025-10-16
I006206,B342,Barangay 342,Negros Occidental,Negros Mun 8,28,female,6,7272.32,4515.57,11.622083,125.547061,973,enum_19,2025-10-08
I001118,B064,Barangay 064,Iloilo,Iloilo Mun 7,27,female,5,12925.21,9129.0,7.730584,123.53102,303,enum_17,2025-10-12
I001391,B077,Barangay 077,Leyte,Leyte Mun 10,49,male,4,10395.87,7694.76,10.703819,123.573829,955,enum_18,2025-07-29
I003973,B223,Barangay 223,Agusan del Norte,Agusan Mun 13,29,male,5,7263.97,6676.96,6.394952,125.112567,1447,enum_13,2025-10-02
I002588,B145,Barangay 145,Agusan del Norte,Agusan Mun 6,34,female,4,16120.34,11472.81,6.4708,124.569455,1233,enum_20,2025-07-17
